Time,rri
1.1401367,950.19531
1.3901367,950.19152
1.6401367,950.191
1.8901367,950.19245
2.1401367,950.19456
2.3901367,950.19603
2.6401367,950.19556
2.8901367,950.19224
3.1401367,950.18746
3.3901367,950.18342
3.6401367,950.18233
3.8901367,950.18637
4.1401367,950.19774
4.3901367,950.21593
4.6401367,950.2337
4.8901367,950.2428
5.1401367,950.23496
5.3901367,950.20193
5.6401367,950.15963
5.8901367,950.26418
6.1401367,950.56879
6.3901367,950.91381
6.6401367,951.12427
6.8901367,951.02517
7.1401367,950.44156
7.3901367,949.24905
7.6401367,947.7697
7.8901367,946.55785
8.1401367,946.16986
8.3901367,947.16207
8.6401367,950.09085
8.8901367,954.79441
9.1401367,958.01105
9.3901367,955.64278
9.6401367,943.59972
9.8901367,919.82417
10.140137,886.95468
10.390137,848.29108
10.640137,807.13326
10.890137,766.78105
11.140137,730.49044
11.390137,699.57749
11.640137,672.69413
11.890137,648.299
12.140137,624.87454
12.390137,603.47558
12.640137,589.99502
12.890137,590.26143
13.140137,606.76421
13.390137,633.49279
13.640137,655.21049
13.890137,671.92373
14.140137,692.5331
14.390137,722.40429
14.640137,750.14933
14.890137,766.94929
15.140137,774.75876
15.390137,776.36817
15.640137,774.56795
15.890137,772.14852
16.140137,771.83943
16.390137,773.95356
16.640137,775.63527
16.890137,773.83017
17.140137,766.75067
17.390137,754.77473
17.640137,738.52058
17.890137,720.47052
18.140137,706.09856
18.390137,700.83111
18.640137,703.18279
18.890137,704.96451
19.140137,698.49916
19.390137,684.37629
19.640137,668.12426
19.890137,654.68421
20.140137,646.54619
20.390137,645.54482
20.640137,651.0207
20.890137,659.40806
21.140137,667.06961
21.390137,671.05842
21.640137,668.74216
21.890137,659.48101
22.140137,648.23017
22.390137,640.75799
22.640137,639.75663
22.890137,645.1684
23.140137,656.03958
23.390137,667.82182
23.640137,674.97889
23.890137,674.29961
24.140137,666.89939
24.390137,654.50914
24.640137,640.8867
24.890137,631.28797
25.140137,629.2552
25.390137,632.94631
25.640137,639.38499
25.890137,643.69078
26.140137,639.28971
26.390137,622.99603
26.640137,605.90643
26.890137,601.85327
27.140137,609.06383
27.390137,613.11618
27.640137,605.55531
27.890137,595.32168
28.140137,592.95481
28.390137,597.21724
28.640137,600.92818
28.890137,601.51059
29.140137,603.2572
29.390137,609.26789
29.640137,614.21694
29.890137,610.60759
30.140137,600.14552
30.390137,594.16726
30.640137,599.88023
30.890137,611.08899
31.140137,619.78342
31.390137,625.74428
31.640137,634.05384
31.890137,647.68042
32.140137,663.29493
32.390137,676.52376
