Time,rri
1.2250977,728.51563
1.4750977,759.90451
1.7250977,777.59729
1.9750977,784.42078
2.2250977,783.20181
2.4750977,776.76719
2.7250977,767.94377
2.9750977,759.44371
3.2250977,753.12332
3.4750977,750.45194
3.7250977,752.67786
3.9750977,759.40311
4.2250977,769.48131
4.4750977,781.63209
4.7250977,793.24538
4.9750977,800.93321
5.2250977,801.48477
5.4750977,796.10949
5.7250977,790.50507
5.9750977,790.49403
6.2250977,797.43637
6.4750977,805.82315
6.7250977,809.56185
6.9750977,805.02256
7.2250977,795.94308
7.4750977,787.43313
7.7250977,783.45636
7.9750977,782.63638
8.2250977,782.04275
8.4750977,779.41594
8.7250977,777.1162
8.9750977,779.44857
9.2250977,789.95739
9.4750977,804.13297
9.7250977,812.6537
9.9750977,806.43177
10.225098,785.20256
10.475098,758.77552
10.725098,737.3625
10.975098,727.1521
11.225098,729.92298
11.475098,747.00676
11.725098,775.06572
11.975098,806.32474
12.225098,832.84681
12.475098,849.37141
12.725098,856.49326
12.975098,855.58161
13.225098,848.29162
13.475098,838.46715
13.725098,830.96354
13.975098,830.48653
14.225098,837.63223
14.475098,848.56066
14.725098,859.21137
14.975098,866.34716
15.225098,869.69443
15.475098,869.6463
15.725098,866.62532
15.975098,861.57108
16.225098,855.86461
16.475098,850.90042
16.725098,847.77898
16.975098,846.85413
17.225098,848.36295
17.475098,852.34039
17.725098,857.10727
17.975098,860.12056
18.225098,858.85712
18.475098,852.56879
18.725098,843.37114
18.975098,833.63972
19.225098,825.51717
19.475098,820.16981
19.725098,818.50821
19.975098,821.40475
20.225098,829.35021
20.475098,842.61564
20.725098,861.44418
20.975098,883.90376
21.225098,904.24442
21.475098,916.3294
21.725098,914.58716
21.975098,901.35313
22.225098,884.77999
22.475098,873.15205
22.725098,872.17968
22.975098,880.38122
23.225098,895.02855
23.475098,913.37424
23.725098,932.24
23.975098,948.02317
24.225098,957.10314
24.475098,956.23791
24.725098,946.47462
24.975098,931.57507
25.225098,915.34403
25.475098,900.9991
25.725098,889.49048
25.975098,881.22109
26.225098,876.55464
26.475098,874.94408
26.725098,874.92697
26.975098,875.00075
27.225098,873.99537
27.475098,872.07891
27.725098,869.7559
27.975098,867.44906
28.225098,863.89128
28.475098,856.22583
28.725098,841.53952
28.975098,819.42813
29.225098,796.00279
29.475098,778.41851
29.725098,771.54893
29.975098,771.95797
30.225098,774.31818
30.475098,774.88048
30.725098,777.60517
30.975098,788.8027
31.225098,813.50864
31.475098,846.01196
31.725098,875.21499
31.975098,890.01404
32.225098,886.12544
32.475098,874.26704
32.725098,867.15363
32.975098,876.08344
33.225098,899.361
33.475098,928.30802
33.725098,954.17917
33.975098,969.79386
34.225098,976.17688
34.475098,977.03349
34.725098,976.07045
34.975098,975.89226
35.225098,974.7712
35.475098,969.91537
35.725098,958.5386
35.975098,939.94264
36.225098,918.6143
36.475098,899.83158
36.725098,888.51654
36.975098,883.95731
37.225098,880.94173
37.475098,874.133
37.725098,860.17711
37.975098,841.85984
38.225098,823.15176
38.475098,807.70712
38.725098,796.89131
38.975098,791.06285
39.225098,790.4717
39.475098,794.77747
39.725098,803.4321
39.975098,815.91713
40.225098,831.80292
40.475098,850.66919
40.725098,871.88222
40.975098,894.56207
41.225098,917.66885
41.475098,939.41349
41.725098,957.77918
41.975098,971.8031
42.225098,982.41217
42.475098,990.72995
42.725098,997.87998
42.975098,1004.8086
43.225098,1011.3215
43.475098,1016.7727
43.725098,1020.5152
43.975098,1021.932
44.225098,1020.6975
44.475098,1016.6497
44.725098,1009.6281
44.975098,999.61343
45.225098,988.08654
45.475098,977.43405
45.725098,970.05513
45.975098,967.9473
46.225098,970.27362
46.475098,974.97732
46.725098,979.99689
46.975098,983.26573
47.225098,982.68913
47.475098,976.16269
47.725098,961.58211
47.975098,938.39041
48.225098,911.47276
48.475098,886.91012
48.725098,870.55062
48.975098,863.59764
49.225098,862.97357
49.475098,865.44098
49.725098,868.31075
49.975098,870.67173
50.225098,871.9725
50.475098,871.73849
50.725098,870.73059
50.975098,870.70676
51.225098,873.45244
51.475098,879.00187
51.725098,882.02859
51.975098,876.18389
52.225098,855.77665
52.475098,824.59867
52.725098,793.56375
52.975098,773.49697
53.225098,768.73353
53.475098,776.84869
53.725098,795.08054
53.975098,819.38023
54.225098,843.69726
54.475098,861.80809
54.725098,868.80894
54.975098,867.41058
55.225098,863.04893
55.475098,861.07308
55.725098,863.93091
55.975098,870.61954
56.225098,879.93491
56.475098,890.93423
56.725098,904.04479
56.975098,920.14143
57.225098,940.09459
57.475098,963.12331
57.725098,984.36841
57.975098,998.35219
58.225098,999.60679
58.475098,986.23337
58.725098,965.19625
58.975098,944.81219
59.225098,933.24605
59.475098,933.28074
59.725098,940.99592
59.975098,952.05113
60.225098,962.20776
60.475098,968.81446
60.725098,970.47483
60.975098,965.8267
61.225098,953.95466
61.475098,938.01415
61.725098,923.33668
61.975098,915.27364
62.225098,917.30947
62.475098,926.94424
62.725098,940.48138
62.975098,954.23122
63.225098,965.1852
63.475098,971.58206
63.725098,971.79385
63.975098,964.23686
64.225098,949.0635
64.475098,928.69076
64.725098,905.68792
64.975098,882.59464
65.225098,861.72795
65.475098,845.3037
65.725098,835.46472
65.975098,832.09503
66.225098,832.43299
66.475098,833.56743
66.725098,833.77065
66.975098,834.77556
67.225098,838.94432
67.475098,848.04724
67.725098,858.56685
67.975098,864.20412
68.225098,858.70146
68.475098,841.14603
68.725098,819.8098
68.975098,803.86938
69.225098,799.85125
69.475098,805.83603
69.725098,818.22547
69.975098,833.74856
70.225098,851.62358
70.475098,872.21292
70.725098,895.87364
70.975098,921.27291
71.225098,943.61445
71.475098,957.67745
71.725098,958.38286
71.975098,946.4805
72.225098,930.48128
72.475098,919.43433
72.725098,921.39456
72.975098,934.73415
73.225098,952.36676
73.475098,967.14471
73.725098,972.87979
73.975098,969.59511
74.225098,959.78725
74.475098,945.95911
74.725098,930.27823
74.975098,913.77308
75.225098,897.2305
75.475098,881.4498
75.725098,867.51938
75.975098,856.81823
76.225098,850.73774
76.475098,850.13895
76.725098,854.2779
76.975098,862.10819
77.225098,872.43251
77.475098,882.05025
77.725098,886.33925
77.975098,880.6501
78.225098,863.93422
78.475098,845.73291
78.725098,837.5245
78.975098,849.27314
79.225098,877.76406
79.475098,912.9968
79.725098,944.91477
79.975098,965.52713
80.225098,975.97185
80.475098,979.90787
80.725098,980.99413
80.975098,982.01311
81.225098,982.66459
81.475098,981.97098
81.725098,978.95535
81.975098,973.09657
82.225098,965.13291
82.475098,956.0183
82.725098,946.70142
82.975098,937.79845
83.225098,929.4003
83.475098,921.5515
83.725098,914.17405
83.975098,905.678
84.225098,893.45472
84.475098,874.88072
84.725098,849.63319
84.975098,823.49949
85.225098,803.26999
85.475098,794.65619
85.725098,798.03739
