Time,rri
0.46484375,418.94531
0.71484375,253.93775
0.96484375,221.95948
1.2148438,271.21545
1.4648438,331.54213
1.7148438,289.92773
1.9648438,300.82172
2.2148438,355.39545
2.4648438,384.56255
2.7148438,401.71778
2.9648438,405.26538
3.2148438,392.26977
3.4648438,359.79534
3.7148438,308.20254
3.9648438,268.26613
4.2148438,260.15325
4.4648438,280.22398
4.7148438,318.12405
4.9648438,343.67944
5.2148438,354.57358
5.4648438,355.44921
5.7148438,349.75459
5.9648438,345.79301
6.2148438,362.91412
6.4648438,391.92875
6.7148438,448.65229
6.9648438,494.50077
7.2148438,501.45081
7.4648438,500.07554
7.7148438,503.28317
7.9648438,503.81081
8.2148438,497.23451
8.4648438,483.67643
8.7148438,463.60051
8.9648438,441.33337
9.2148438,426.02123
9.4648438,420.19107
9.7148438,421.46941
9.9648438,427.38314
10.214844,435.51669
10.464844,443.62136
10.714844,450.78239
10.964844,457.31129
11.214844,463.56586
11.464844,469.93633
11.714844,476.95065
11.964844,485.17324
12.214844,494.92793
12.464844,503.45994
12.714844,506.38758
12.964844,506.25473
13.214844,508.46288
13.464844,511.00066
13.714844,510.27824
13.964844,502.70582
14.214844,484.69373
14.464844,456.66688
14.714844,433.49921
14.964844,432.96587
15.214844,471.72059
15.464844,554.60194
15.714844,674.51685
15.964844,822.70756
16.214844,967.25042
16.464844,1063.9542
16.714844,1112.1732
16.964844,1124.3278
17.214844,1112.8404
17.464844,1090.1332
17.714844,1068.6285
17.964844,1058.8388
18.214844,1054.5465
18.464844,1044.2757
18.714844,1027.5759
18.964844,1006.2557
19.214844,982.12358
19.464844,956.70991
19.714844,930.70431
19.964844,904.63793
20.214844,879.07416
20.464844,855.12521
20.714844,834.36237
20.964844,818.36738
21.214844,808.38347
21.464844,805.04699
21.714844,808.93108
21.964844,819.83824
22.214844,834.87621
22.464844,850.56409
22.714844,863.59736
22.964844,873.10202
23.214844,879.97387
23.464844,885.14839
23.714844,888.71771
23.964844,888.13215
24.214844,880.32619
24.464844,862.39832
24.714844,835.79434
24.964844,805.64025
25.214844,769.19204
25.464844,725.40241
25.714844,692.86032
25.964844,678.74982
26.214844,677.51045
26.464844,683.2378
26.714844,690.02748
26.964844,691.97508
27.214844,683.17621
27.464844,657.77399
27.714844,643.56424
27.964844,672.37874
28.214844,698.31517
28.464844,722.55601
28.714844,751.3292
28.964844,786.07886
29.214844,821.25865
29.464844,850.7679
29.714844,869.73679
29.964844,879.05867
30.214844,880.91093
30.464844,876.79765
30.714844,868.15916
30.964844,856.43578
31.214844,843.06784
31.464844,829.548
31.714844,817.84882
31.964844,810.20079
32.214844,808.63987
32.464844,810.67142
32.714844,809.27017
32.964844,797.25821
33.214844,771.15054
33.464844,733.87571
33.714844,689.27023
33.964844,648.98587
34.214844,630.33032
34.464844,630.33886
34.714844,641.09643
34.964844,658.25329
35.214844,674.66631
35.464844,684.73194
35.714844,689.73846
35.964844,691.97005
36.214844,693.71056
36.464844,696.33529
36.714844,698.32394
36.964844,697.5806
37.214844,692.00939
37.464844,679.74688
37.714844,660.93981
37.964844,636.77337
38.214844,610.74804
38.464844,591.7249
38.714844,588.14155
38.964844,600.39074
39.214844,625.51594
39.464844,660.54963
39.714844,702.52428
39.964844,747.29626
40.214844,784.59113
40.464844,802.1431
40.714844,789.66664
40.964844,756.97089
41.214844,725.55835
41.464844,713.95282
41.714844,718.90591
41.964844,727.90229
42.214844,730.27207
42.464844,725.37914
42.714844,715.92205
42.964844,704.60156
43.214844,693.61401
43.464844,682.84679
43.714844,671.52691
43.964844,658.88135
44.214844,644.14481
44.464844,628.97141
44.714844,620.85892
44.964844,626.64054
45.214844,636.65162
45.464844,631.19143
45.714844,603.26317
45.964844,578.6772
46.214844,582.88795
46.464844,605.84955
46.714844,623.72503
46.964844,625.36874
47.214844,617.66266
47.464844,608.00336
47.714844,599.17759
47.964844,592.42239
48.214844,589.02909
48.464844,591.59921
48.714844,604.06318
48.964844,627.2637
49.214844,652.24172
49.464844,668.31849
49.714844,670.75971
49.964844,661.93783
50.214844,644.6509
50.464844,622.69077
50.714844,601.80016
50.964844,587.17318
51.214844,579.10315
51.464844,575.97493
51.714844,576.16908
51.964844,578.06615
52.214844,580.04671
52.464844,580.77587
52.714844,580.4022
52.964844,579.53882
53.214844,578.5322
53.464844,577.51887
53.714844,576.62968
53.964844,575.9955
54.214844,575.7472
54.464844,576.07423
54.714844,578.38684
54.964844,585.24147
55.214844,597.22166
55.464844,610.24704
55.714844,619.58061
55.964844,620.48645
56.214844,608.31919
56.464844,586.57526
56.714844,573.27049
56.964844,582.2745
57.214844,604.06051
57.464844,623.49179
57.714844,634.37536
57.964844,638.76158
58.214844,639.00884
58.464844,637.47554
58.714844,636.37339
58.964844,636.54161
59.214844,638.06925
59.464844,640.82273
59.714844,644.15781
59.964844,647.29507
60.214844,648.52736
60.464844,645.42525
60.714844,637.29452
60.964844,630.17623
61.214844,631.40356
61.464844,640.719
61.714844,650.19653
61.964844,652.69904
62.214844,647.3327
62.464844,635.35094
62.714844,618.02679
62.964844,598.12607
63.214844,581.0209
63.464844,571.39548
63.714844,569.73482
63.964844,575.36437
64.214844,587.54669
64.464844,603.4372
64.714844,617.63322
64.964844,626.2885
65.214844,633.43313
65.464844,645.36287
65.714844,668.37369
65.964844,704.01911
66.214844,735.84335
66.464844,754.88475
66.714844,765.70586
66.964844,773.59513
67.214844,783.71533
67.464844,797.92999
67.714844,814.5594
67.964844,831.75245
68.214844,848.91672
68.464844,868.63837
68.714844,892.36022
68.964844,911.81463
69.214844,921.01466
69.464844,923.64886
69.714844,924.30315
69.964844,927.56348
70.214844,938.01483
70.464844,956.55842
70.714844,972.63231
70.964844,981.8188
71.214844,986.49136
71.464844,989.20882
71.714844,992.40237
71.964844,996.79606
72.214844,1001.8963
72.464844,1007.1832
72.714844,1012.137
72.964844,1016.2476
73.214844,1019.3053
73.464844,1021.4484
73.714844,1022.8346
73.964844,1023.6218
74.214844,1023.9573
74.464844,1023.5795
74.714844,1021.6905
74.964844,1017.4558
75.214844,1010.041
75.464844,998.6173
75.714844,982.97343
75.964844,964.07914
76.214844,943.03715
76.464844,920.97195
76.714844,899.45295
76.964844,880.46605
77.214844,866.01349
77.464844,860.0965
77.714844,873.42751
77.964844,918.1258
78.214844,1006.3071
78.464844,1131.0006
78.714844,1229.0145
78.964844,1283.0513
79.214844,1303.9113
79.464844,1302.5652
79.714844,1289.9833
79.964844,1277.1363
80.214844,1273.1048
80.464844,1278.1632
80.714844,1290.0238
80.964844,1306.398
81.214844,1324.9977
81.464844,1343.5345
81.714844,1359.7276
81.964844,1372.1721
82.214844,1381.1358
82.464844,1387.0755
82.714844,1390.4476
82.964844,1391.7076
83.214844,1391.1677
83.464844,1388.8606
83.714844,1384.7869
83.964844,1378.9466
84.214844,1371.3026
84.464844,1361.7445
84.714844,1350.1533
84.964844,1336.4102
85.214844,1320.3963
85.464844,1302.2395
85.714844,1283.1598
85.964844,1264.6782
86.214844,1248.3162
86.464844,1235.5948
86.714844,1227.7255
86.964844,1224.7639
87.214844,1226.4966
87.464844,1232.6688
87.714844,1241.8296
87.964844,1251.1758
88.214844,1257.8496
88.464844,1260.0211
88.714844,1257.4345
88.964844,1249.9674
89.214844,1237.497
89.464844,1219.9538
89.714844,1199.0479
89.964844,1178.6498
90.214844,1162.7603
90.464844,1155.3799
90.714844,1159.9317
90.964844,1175.6334
91.214844,1199.8422
91.464844,1229.9074
91.714844,1263.178
91.964844,1296.8697
92.214844,1326.8791
92.464844,1348.4595
92.714844,1359.8827
92.964844,1362.7902
93.214844,1359.0001
93.464844,1350.3301
93.714844,1338.5982
93.964844,1325.6222
94.214844,1313.185
94.464844,1302.0156
94.714844,1291.6269
94.964844,1281.4642
95.214844,1270.9732
95.464844,1259.613
95.714844,1247.424
95.964844,1235.2233
96.214844,1223.8825
96.464844,1214.1814
96.714844,1206.1619
96.964844,1199.5091
97.214844,1193.9063
97.464844,1189.075
97.714844,1184.8618
97.964844,1181.138
98.214844,1177.7751
98.464844,1174.6456
98.714844,1171.6686
98.964844,1168.8294
99.214844,1166.1181
99.464844,1163.5248
99.714844,1161.0397
99.964844,1158.6478
100.21484,1156.2737
100.46484,1153.801
100.71484,1151.1127
100.96484,1148.0919
101.21484,1144.6216
101.46484,1140.6795
101.71484,1136.5042
101.96484,1132.3793
102.21484,1128.5881
102.46484,1125.2934
102.71484,1122.2615
102.96484,1119.1779
103.21484,1115.7279
103.46484,1111.5969
103.71484,1106.5013
103.96484,1100.5797
104.21484,1094.275
104.46484,1088.0366
104.71484,1082.2711
104.96484,1076.9839
105.21484,1071.9632
105.46484,1066.9948
105.71484,1061.8644
105.96484,1056.3579
106.21484,1050.345
106.46484,1043.9275
106.71484,1037.2475
106.96484,1030.447
107.21484,1023.6679
107.46484,1017.0399
107.71484,1010.3582
107.96484,1003.0538
108.21484,994.53883
108.46484,984.2258
108.71484,971.52888
108.96484,956.41359
109.21484,940.16229
109.46484,924.24979
109.71484,910.10858
109.96484,898.23186
110.21484,888.19249
110.46484,879.52477
110.71484,871.763
110.96484,864.4415
111.21484,857.09455
111.46484,849.26757
111.71484,840.85148
111.96484,832.14193
112.21484,823.45757
112.46484,815.1171
112.71484,807.43918
112.96484,800.78777
113.21484,795.91591
113.46484,793.77486
113.71484,795.31744
113.96484,801.49646
114.21484,813.22635
114.46484,830.9
114.71484,854.53451
114.96484,884.13769
115.21484,918.48816
115.46484,952.72881
115.71484,981.33353
115.96484,998.77852
116.21484,1001.8302
116.46484,993.83861
116.71484,979.32963
116.96484,962.8267
117.21484,948.54863
117.46484,940.11297
117.71484,941.06679
117.96484,954.76819
118.21484,979.20801
118.46484,1006.3728
118.71484,1027.9321
118.96484,1035.6382
119.21484,1026.8562
119.46484,1008.0548
119.71484,986.53459
119.96484,969.49331
120.21484,960.42835
120.46484,958.20497
120.71484,961.3958
120.96484,968.57346
121.21484,978.31023
121.46484,989.0803
121.71484,999.12747
121.96484,1006.6625
122.21484,1009.8978
122.46484,1007.9383
122.71484,1002.2328
122.96484,994.6098
123.21484,986.89743
123.46484,980.73767
123.71484,977.34518
123.96484,977.87478
124.21484,983.46318
124.46484,993.3222
124.71484,1003.0626
124.96484,1007.9001
125.21484,1003.0784
125.46484,987.51685
125.71484,967.42855
125.96484,948.58413
126.21484,932.48178
126.46484,919.74491
126.71484,910.99655
126.96484,906.84523
127.21484,907.88112
127.46484,914.69321
127.71484,927.6058
127.96484,944.56252
128.21484,962.24797
128.46484,977.33533
128.71484,986.89269
128.96484,990.7071
129.21484,989.71014
129.46484,984.83738
129.71484,977.02441
129.96484,967.20998
130.21484,956.45652
130.46484,945.98693
130.71484,937.03484
130.96484,930.76246
131.21484,927.48801
131.46484,926.97856
131.71484,928.99167
131.96484,933.2849
132.21484,939.61584
132.46484,947.7325
132.71484,957.24196
132.96484,967.64383
133.21484,978.435
133.46484,989.07801
133.71484,998.64896
133.96484,1005.9806
134.21484,1009.9021
134.46484,1009.3703
134.71484,1005.017
134.96484,998.65014
135.21484,992.10208
135.46484,987.09299
135.71484,984.07302
135.96484,982.68846
136.21484,982.5729
136.46484,983.35993
136.71484,984.68636
136.96484,986.30099
137.21484,988.09073
137.46484,989.95097
137.71484,991.77711
137.96484,993.46456
138.21484,994.91176
138.46484,996.10099
138.71484,997.10692
138.96484,998.00893
139.21484,998.88643
139.46484,999.81883
