Time,rri
1.4458008,737.30469
1.6958008,766.99034
1.9458008,776.83716
2.1958008,771.95198
2.4458008,757.44163
2.6958008,738.41293
2.9458008,719.97271
3.1958008,707.2278
3.4458008,705.28503
3.6958008,719.25123
3.9458008,754.01113
4.1958008,805.93389
4.4458008,860.39465
4.6958008,902.04059
4.9458008,917.54895
5.1958008,910.16012
5.4458008,891.19565
5.6958008,871.98875
5.9458008,859.32607
6.1958008,851.48867
6.4458008,845.90809
6.6958008,841.31265
6.9458008,837.4507
7.1958008,834.09812
7.4458008,831.03079
7.6958008,828.0246
7.9458008,824.85553
8.1958008,821.36502
8.4458008,817.57238
8.6958008,813.52679
8.9458008,809.27746
9.1958008,804.87358
9.4458008,800.36767
9.6958008,795.83033
9.9458008,791.33826
10.195801,786.96815
10.445801,782.7266
10.695801,777.92803
10.945801,771.49254
11.195801,762.49305
11.445801,752.03166
11.695801,742.01991
11.945801,732.1315
12.195801,721.95678
12.445801,711.7111
12.695801,702.02618
12.945801,692.55727
13.195801,682.00297
13.445801,672.82881
13.695801,666.35541
13.945801,658.31672
14.195801,646.47721
14.445801,637.32159
14.695801,631.48289
14.945801,623.47883
15.195801,610.80778
15.445801,599.96602
15.695801,593.69454
15.945801,590.74586
16.195801,589.78334
16.445801,589.47037
16.695801,588.4703
16.945801,585.68496
17.195801,581.41695
17.445801,576.47876
17.695801,571.68327
17.945801,567.60838
18.195801,564.19742
18.445801,561.28765
18.695801,558.71988
18.945801,556.44005
19.195801,554.51415
19.445801,553.01474
19.695801,552.01121
19.945801,551.4909
20.195801,551.35345
20.445801,551.49426
20.695801,551.8269
20.945801,552.41452
21.195801,553.39363
21.445801,554.90123
21.695801,557.07434
21.945801,560.04832
22.195801,563.89311
22.445801,568.59287
22.695801,574.12594
22.945801,580.80814
23.195801,591.79856
23.445801,611.5442
23.695801,636.95392
23.945801,655.46876
24.195801,667.52074
24.445801,679.86968
24.695801,695.96807
24.945801,708.93712
25.195801,715.13085
25.445801,716.80129
25.695801,716.50913
25.945801,716.67352
26.195801,717.65702
26.445801,718.27082
26.695801,717.68905
26.945801,716.07661
27.195801,713.74864
27.445801,711.01997
27.695801,707.67233
27.945801,701.87428
28.195801,691.66472
28.445801,678.98502
28.695801,668.52697
28.945801,660.39954
29.195801,653.44731
29.445801,647.05442
29.695801,641.14735
29.945801,635.67637
30.195801,630.56732
