Time,rri
0.45898438,615.72266
0.70898438,556.42315
0.95898438,520.94738
1.2089844,502.9983
1.4589844,496.27891
1.7089844,495.22932
1.9589844,497.82694
2.2089844,502.56323
2.4589844,505.37215
2.7089844,502.70924
2.9589844,497.38237
3.2089844,493.63937
3.4589844,493.11357
3.7089844,495.97944
3.9589844,499.42942
4.2089844,500.5989
4.4589844,500.03138
4.7089844,499.02674
4.9589844,498.06834
5.2089844,497.55505
5.4589844,498.49449
5.7089844,501.60585
5.9589844,505.68829
6.2089844,509.12532
6.4589844,510.72517
6.7089844,509.74715
6.9589844,507.16237
7.2089844,504.42175
7.4589844,502.565
7.7089844,502.25928
7.9589844,502.84457
8.2089844,503.31205
8.4589844,503.42752
8.7089844,503.22308
8.9589844,502.59119
9.2089844,501.44416
9.4589844,500.17385
9.7089844,499.15966
9.9589844,497.4638
10.208984,493.81887
10.458984,488.17344
10.708984,480.94485
10.958984,473.45768
11.208984,470.83296
11.458984,476.06115
11.708984,482.89585
11.958984,486.05301
12.208984,486.64656
12.458984,486.73133
12.708984,488.3609
12.958984,493.52788
13.208984,504.07696
13.458984,518.92201
13.708984,532.83582
13.958984,543.1135
14.208984,552.62656
14.458984,563.64299
14.708984,573.94772
14.958984,580.53097
15.208984,582.30318
15.458984,579.21215
15.708984,571.21588
15.958984,558.29322
16.208984,541.72575
16.458984,524.84434
16.708984,511.48388
16.958984,506.1596
17.208984,510.02139
17.458984,516.28218
17.708984,519.4353
17.958984,520.54428
18.208984,521.75626
18.458984,525.09672
18.708984,531.52403
18.958984,537.06203
19.208984,537.11634
19.458984,533.46545
19.708984,530.52194
19.958984,529.43724
20.208984,529.23532
20.458984,528.92069
20.708984,527.5595
20.958984,525.72178
21.208984,525.72929
21.458984,527.80359
21.708984,528.74982
21.958984,527.22098
22.208984,526.43342
22.458984,528.78519
22.708984,532.64037
22.958984,536.03479
23.208984,538.66782
23.458984,540.72334
23.708984,542.68274
23.958984,545.1232
24.208984,548.26699
24.458984,552.0809
24.708984,556.05171
24.958984,559.12926
25.208984,561.28114
25.458984,564.71695
25.708984,570.97359
25.958984,577.18476
26.208984,579.51427
26.458984,577.82815
26.708984,574.55636
26.958984,572.4047
27.208984,574.42295
27.458984,581.34422
27.708984,585.60287
27.958984,578.99478
28.208984,565.61033
28.458984,556.49159
28.708984,555.09678
28.958984,556.44043
29.208984,556.92918
29.458984,556.63459
29.708984,556.15043
29.958984,556.39634
30.208984,558.07719
30.458984,559.62287
30.708984,558.56872
30.958984,555.57903
31.208984,554.06741
31.458984,556.031
31.708984,561.10226
31.958984,568.14686
32.208984,574.30337
32.458984,576.82114
32.708984,576.35603
32.958984,575.10802
33.208984,574.32877
33.458984,574.27121
33.708984,574.70046
33.958984,574.36199
34.208984,572.19653
34.458984,569.031
34.708984,566.26565
34.958984,564.20306
35.208984,562.34191
35.458984,560.1625
35.708984,557.1459
35.958984,553.28615
36.208984,549.97063
36.458984,548.61366
36.708984,549.61072
36.958984,552.64646
37.208984,553.7019
37.458984,547.33669
37.708984,540.2797
37.958984,550.28325
38.208984,571.52144
38.458984,562.33861
38.708984,501.98823
38.958984,443.2466
39.208984,423.66884
39.458984,426.77992
39.708984,441.26345
39.958984,463.99574
40.208984,491.6197
40.458984,515.66576
40.708984,525.03905
40.958984,521.61443
41.208984,517.82447
41.458984,518.27613
41.708984,519.30034
41.958984,518.73347
42.208984,516.7719
42.458984,514.70303
42.708984,515.2086
42.958984,519.22234
43.208984,524.41165
43.458984,529.53057
43.708984,536.55665
43.958984,546.60234
44.208984,556.25039
44.458984,561.89083
44.708984,565.38672
44.958984,570.76446
45.208984,578.98902
45.458984,588.32402
45.708984,597.19833
45.958984,604.6104
46.208984,609.70342
46.458984,612.16144
46.708984,611.93914
46.958984,609.84058
47.208984,607.99541
47.458984,608.36997
47.708984,611.41591
47.958984,616.98641
48.208984,622.2727
48.458984,621.36444
48.708984,610.30925
48.958984,594.86185
49.208984,583.16079
49.458984,577.70839
49.708984,576.66361
49.958984,578.07339
50.208984,579.98469
50.458984,580.19756
50.708984,575.52442
50.958984,563.33379
51.208984,549.02896
51.458984,542.19435
51.708984,543.58886
51.958984,545.85032
52.208984,544.76171
52.458984,541.22925
52.708984,536.89016
52.958984,534.12385
53.208984,534.61724
53.458984,537.26334
53.708984,540.46724
53.958984,543.30702
54.208984,545.21487
54.458984,546.82252
54.708984,549.41001
54.958984,553.77446
55.208984,560.25785
55.458984,569.30396
55.708984,581.56141
55.958984,596.83111
56.208984,611.0786
56.458984,619.4267
56.708984,621.9316
56.958984,623.55778
57.208984,628.0755
57.458984,633.76261
57.708984,637.64057
57.958984,639.07144
58.208984,639.99588
58.458984,641.63079
58.708984,640.5938
58.958984,632.07257
59.208984,616.70213
59.458984,603.03794
59.708984,597.99669
59.958984,597.89228
60.208984,596.16859
60.458984,590.44351
60.708984,581.9377
60.958984,572.35926
61.208984,564.19427
61.458984,559.349
61.708984,556.71473
61.958984,554.60562
62.208984,553.67706
62.458984,555.65552
62.708984,558.82623
62.958984,558.27392
63.208984,553.01923
63.458984,549.21125
63.708984,551.48081
63.958984,557.59999
64.208984,564.34619
64.458984,570.43984
64.708984,575.33308
64.958984,578.26583
65.208984,578.31078
65.458984,576.14781
65.708984,575.58927
65.958984,579.60015
66.208984,585.48711
66.458984,589.1785
66.708984,590.80062
66.958984,593.71697
67.208984,599.13114
67.458984,603.59594
67.708984,603.70257
67.958984,600.44191
68.208984,596.67871
68.458984,593.86561
68.708984,591.69567
68.958984,589.79891
69.208984,587.96461
69.458984,585.99958
69.708984,583.53911
69.958984,580.13338
70.208984,576.0421
70.458984,572.51119
70.708984,570.5497
70.958984,570.20262
71.208984,571.21302
71.458984,572.48299
71.708984,572.60455
71.958984,571.56141
72.208984,570.68571
72.458984,570.89849
72.708984,572.15916
72.958984,574.19126
73.208984,576.15554
73.458984,577.13234
73.708984,577.36437
73.958984,577.90624
74.208984,579.26591
74.458984,581.05109
74.708984,583.28539
74.958984,587.99006
75.208984,597.10429
75.458984,604.92236
75.708984,600.42421
75.958984,581.31307
76.208984,563.79608
76.458984,561.46523
76.708984,566.20147
76.958984,565.11306
77.208984,557.52184
77.458984,549.78524
77.708984,544.77587
77.958984,541.67846
78.208984,539.50899
78.458984,537.55
78.708984,535.77225
78.958984,534.2561
79.208984,533.04112
79.458984,531.96164
79.708984,530.97358
79.958984,531.42143
80.208984,535.01952
80.458984,540.49992
80.708984,544.76058
80.958984,546.66473
81.208984,547.09297
81.458984,547.01509
81.708984,547.32652
81.958984,548.73285
82.208984,551.60169
82.458984,554.8984
82.708984,557.30427
82.958984,558.55192
83.208984,558.93898
83.458984,558.76721
83.708984,558.2618
83.958984,557.5308
84.208984,556.65809
84.458984,555.68622
84.708984,554.65024
84.958984,553.59632
85.208984,552.67719
85.458984,552.10505
85.708984,552.09128
85.958984,552.70978
86.208984,553.78537
86.458984,555.20543
86.708984,557.15397
86.958984,559.8768
87.208984,563.55568
87.458984,567.6041
87.708984,570.9421
87.958984,573.07611
88.208984,574.33024
88.458984,575.08793
88.708984,575.64276
88.958984,575.62589
89.208984,574.40196
89.458984,572.01811
89.708984,569.20455
89.958984,566.58814
90.208984,564.51551
90.458984,563.26929
90.708984,563.00457
90.958984,563.84081
91.208984,565.89938
91.458984,569.36669
91.708984,574.50702
91.958984,580.9416
92.208984,586.53198
92.458984,589.20421
92.708984,589.7147
92.958984,590.12554
93.208984,591.44208
93.458984,593.36384
93.708984,595.22486
93.958984,595.37223
94.208984,592.21741
94.458984,587.35935
94.708984,584.40236
94.958984,584.93623
95.208984,587.34918
95.458984,589.77173
95.708984,590.4234
95.958984,587.74822
96.208984,582.95918
96.458984,579.26256
96.708984,578.14829
96.958984,578.12586
97.208984,577.90246
97.458984,578.19715
97.708984,579.98876
97.958984,581.29693
98.208984,578.3429
98.458984,571.2005
98.708984,565.64487
98.958984,565.71711
99.208984,568.75575
99.458984,571.18335
99.708984,571.9943
99.958984,571.29588
100.20898,569.19982
100.45898,565.82043
100.70898,561.47128
100.95898,556.80496
101.20898,552.93822
101.45898,552.38607
101.70898,557.09751
101.95898,563.81853
102.20898,567.59127
102.45898,567.50696
102.70898,565.79928
102.95898,563.99444
103.20898,562.38235
103.45898,561.26794
103.70898,561.3424
103.95898,563.22893
104.20898,566.59629
104.45898,570.7522
104.70898,575.48852
104.95898,581.00389
105.20898,586.52765
105.45898,589.33939
105.70898,587.31863
105.95898,583.04747
106.20898,580.58175
106.45898,580.77437
106.70898,581.73516
106.95898,582.50187
107.20898,584.18579
107.45898,587.73142
107.70898,591.77719
107.95898,594.29567
108.20898,595.81632
108.45898,599.28485
108.70898,606.44877
108.95898,615.50329
109.20898,624.17225
109.45898,631.8123
109.70898,638.87399
109.95898,645.0989
110.20898,648.05961
110.45898,645.10209
110.70898,637.416
110.95898,629.93799
111.20898,626.49805
111.45898,625.72716
111.70898,624.97259
111.95898,622.91121
112.20898,619.59075
112.45898,615.11475
112.70898,609.5591
112.95898,603.04228
113.20898,596.4758
113.45898,591.40775
113.70898,588.79904
113.95898,588.30749
114.20898,589.17421
114.45898,589.12277
114.70898,585.46568
114.95898,579.14115
115.20898,574.62946
115.45898,574.30235
115.70898,575.59316
115.95898,575.89528
116.20898,575.87599
116.45898,577.11684
116.70898,578.59542
116.95898,577.31261
117.20898,572.83462
117.45898,569.32112
117.70898,570.07706
117.95898,573.27944
118.20898,576.15217
118.45898,578.79978
118.70898,582.91595
118.95898,588.04576
119.20898,590.83314
119.45898,589.17277
119.70898,586.34698
119.95898,586.5106
120.20898,589.68153
120.45898,593.33139
120.70898,596.14663
120.95898,598.86746
121.20898,601.91537
121.45898,603.08937
121.70898,599.5283
121.95898,592.40448
122.20898,586.83709
122.45898,585.91035
122.70898,587.18257
122.95898,587.8063
123.20898,588.15423
123.45898,589.92047
123.70898,592.272
123.95898,591.51402
124.20898,585.8083
124.45898,579.54146
124.70898,577.50261
124.95898,578.00536
125.20898,576.37016
125.45898,572.0485
125.70898,569.0812
125.95898,569.61047
126.20898,570.78502
126.45898,569.75717
126.70898,567.54506
126.95898,566.25401
127.20898,565.19182
127.45898,561.75991
127.70898,556.3753
127.95898,553.64511
128.20898,555.53497
128.45898,556.73493
128.70898,552.49998
128.95898,546.13796
129.20898,542.83755
129.45898,543.15948
129.70898,545.31641
129.95898,547.25262
130.20898,546.77451
130.45898,544.29632
130.70898,543.6813
130.95898,546.80561
131.20898,550.83367
131.45898,553.35583
131.70898,555.87865
131.95898,560.27844
132.20898,564.1102
132.45898,563.20593
132.70898,558.85232
132.95898,557.32234
133.20898,561.20591
133.45898,566.57913
133.70898,569.98477
133.95898,571.87265
134.20898,573.55357
134.45898,576.22638
134.70898,580.94745
134.95898,586.05637
135.20898,586.66317
135.45898,580.16884
135.70898,571.65176
135.95898,566.87883
136.20898,565.84361
136.45898,566.07246
136.70898,566.73602
136.95898,568.48186
137.20898,570.94384
137.45898,571.79215
137.70898,569.32917
137.95898,565.41393
138.20898,562.61538
138.45898,561.34685
138.70898,560.86274
138.95898,561.18241
139.20898,563.13643
139.45898,566.57675
139.70898,569.26971
139.95898,569.42825
140.20898,568.49861
140.45898,568.69062
140.70898,570.36727
140.95898,572.75439
141.20898,575.61359
141.45898,579.43915
141.70898,584.4505
141.95898,589.83032
142.20898,594.66691
142.45898,599.15838
142.70898,604.11132
142.95898,608.25251
143.20898,606.77804
143.45898,595.9397
143.70898,580.0971
143.95898,566.29166
144.20898,557.76818
